track_id                                                                                                                                                                                                                                                         track_popularity danceability           energy                 loudness               acousticness           instrumentalness       liveness               valence                tempo                  duration_ms
2L3Is8ZtUJ48PIUJVO7Gvv                                                                                                                                                                                                                                           46               0.793                  0.441                  -8.718                 0.455                  0.213                  0.101                  0.461                  144.496                103059
6HV0Ae4Try72jXLWs7yMty                                                                                                                                                                                                                                           44               0.597                  0.505                  -6.445                 0.701                  0.619                  0.088                  0.559                  88.341                 122227
4ouacm3s2lAAMtyNKM2spS                                                                                                                                                                                                                                           52               0.802                  0.31                   -8.716                 0.703                  0.786                  0.142                  0.769                  80.064                 103500
7nn3FDp3e8h2LlNE25nXfH                                                                                                                                                                                                                                           43               0.768                  0.551                  -9.133                 0.444                  0.812                  0.126                  0.398                  90.028                 152000
6Y9JFYyGCcD34RJ7gTMcQM                                                                                                                                                                                                                                           48               0.402                  0.786                  -4.013                 0.543                  0                      0.645                  0.862                  79.866                 226688
4koNfLLzUZNiBhLUEV1r6A                                                                                                                                                                                                                                           51               0.516                  0.602                  -12.051                0.148                  0.899                  0.105                  0.0414                 120.008                137993
1HiRLOnSWKOjgTr79oxHjv                                                                                                                                                                                                                                           43               0.642                  0.235                  -18.351                0.789                  0.919                  0.0935                 0.418                  77.805                 115560
5YNzJfDXOHXoVIXd0PBku9                                                                                                                                                                                                                                           50               0.621                  0.152                  -17.086                0.671                  0.866                  0.0725                 0.0876                 171.955                133953
2G0qRdTqqYQYgL01MZj6ck                                                                                                                                                                                                                                           43               0.673                  0.652                  -4.971                 0.00643                0.888                  0.0925                 0.607                  88.071                 184119
5knGjzsCFJVQBrsCBa4ref                                                                                                                                                                                                                                           51               0.697                  0.501                  -7.59                  0.494                  0.915                  0.105                  0.715                  90.07                  88000
2F3jl04D71yfDIGYwseKAs                                                                                                                                                                                                                                           2                0.757                  0.492                  -9.298                 0.111                  0.927                  0.105                  0.686                  90.992                 147692
60KcpkEA2ChiYtHNLtOb1b                                                                                                                                                                                                                                           44               0.606                  0.446                  -11.739                0.829                  0.524                  0.136                  0.288                  79.94                  84341
5Jimku0EJ6jd82efxMKfWn                                                                                                                                                                                                                                           43               0.635                  0.325                  -10.464                0.248                  0.572                  0.116                  0.65                   180.112                77982
5X1x7olCET1Kix9YjOMTkN                                                                                                                                                                                                                                           56               0.639                  0.265                  -17.125                0.88                   0.646                  0.87                   0.137                  82.021                 159017
4KwdTyM84QdRDJMhHmogcW                                                                                                                                                                                                                                           2                0.823                  0.255                  -18.776                0.937                  0.824                  0.707                  0.446                  104.991                173868
6KEOX0H9NMSK7qLH7a64Nc                                                                                                                                                                                                                                           42               0.768                  0.403                  -10.61                 0.0515                 0.415                  0.127                  0.261                  89.987                 116375
6Q3OlXKHhzkcWPbf3qGgQn                                                                                                                                                                                                                                           43               0.754                  0.505                  -9.091                 0.0452                 0.916                  0.11                   0.455                  84.062                 88571
7rLueW1eSGQhAf9MruvO3d                                                                                                                                                                                                                                           49               0.713                  0.307                  -9.657                 0.487                  0.386                  0.121                  0.359                  170.033                90384
5qL0q7I7Cx4PmzjsErLTT2                                                                                                                                                                                                                                           45               0.645                  0.739                  -6.707                 0.836                  0.925                  0.384                  0.127                  87.976                 98352
1ayTeAKIDQ9ujBuD7bQkul                                                                                                                                                                                                                                           2                0.733                  0.253                  -9.394                 0.388                  0.744                  0.111                  0.152                  142.051                126761
3c8xULQwLwLKMEAp9T8l2o                                                                                                                                                                                                                                           55               0.76                   0.116                  -18.106                0.807                  0.969                  0.182                  0.749                  80.023                 80713
6vtO73QIQgGMoAuvMY50u6                                                                                                                                                                                                                                           41               0.654                  0.432                  -7.257                 0.658                  0.207                  0.109                  0.491                  83.205                 125714
7fZMNGT0myegS7qaekSTh4                                                                                                                                                                                                                                           44               0.878                  0.204                  -10.254                0.769                  0.929                  0.104                  0.572                  144.433                107625
0ZAsC6ftHsSEUQoNbjyATV                                                                                                                                                                                                                                           54               0.705                  0.394                  -4.946                 0.107                  0.901                  0.0761                 0.215                  79.955                 159000
4zDX1RgD8QD4xiAQqIfdew                                                                                                                                                                                                                                           41               0.413                  0.209                  -9.747                 0.742                  0.898                  0.131                  0.114                  74.465                 103669
5JuVNeCjIl3DJbnVf1oeGo                                                                                                                                                                                                                                           61               0.855                  0.307                  -10.599                0.365                  0.854                  0.105                  0.174                  89.993                 149333
2uvypKIiMaRzH9NhWXMBSH                                                                                                                                                                                                                                           42               0.491                  0.155                  -24.813                0.922                  0.724                  0.313                  0.602                  49.597                 87420
6KykddnA5NxNkaip0LEpgG                                                                                                                                                                                                                                           56               0.62                   0.349                  -11.26                 0.761                  0.92                   0.127                  0.378                  78.904                 168608
6NkGl2nBsVpQcxvXKg5dvq                                                                                                                                                                                                                                           42               0.67                   0.312                  -10.179                0.754                  0.918                  0.127                  0.24                   108.062                107000
7M8TasYtN8n4q1rQLLZkZV                                                                                                                                                                                                                                           2                0.825                  0.591                  -11.708                0.106                  0.793                  0.0995                 0.657                  85.052                 120016
3YwmxsHVIYWfNcaM8RWfGm                                                                                                                                                                                                                                           42               0.36                   0.711                  -7.926                 0.4                    0.355                  0.92                   0.554                  144.258                213699
2IyZHf11b0mmL3K3jYyqMM                                                                                                                                                                                                                                           59               0.644                  0.512                  -12.337                0.837                  0.934                  0.12                   0.506                  139.946                140500
6SZPAffx8bjZw8klFDnhnk                                                                                                                                                                                                                                           56               0.551                  0.316                  -10.14                 0.777                  0.909                  0.0797                 0.337                  82.014                 128781
76bqpXdcQBtnQw6ByKQjvO                                                                                                                                                                                                                                           56               0.741                  0.219                  -11.878                0.853                  0.935                  0.109                  0.519                  156.116                104620
6PqQ8woEtNNvlUnHGtPgHX                                                                                                                                                                                                                                           41               0.736                  0.543                  -11.195                0.202                  0.83                   0.0894                 0.659                  90.009                 128000
2CSKDYplT7Jjdu0NGiX2ib                                                                                                                                                                                                                                           41               0.833                  0.186                  -18.2                  0.949                  0.953                  0.0835                 0.954                  95.839                 75416
3IgTG5T8Mv0a7wBvbc0iNv                                                                                                                                                                                                                                           41               0.607                  0.319                  -12.292                0.764                  0.742                  0.0905                 0.262                  74.017                 124062
3oQ8b6m5S531gvqZV9wEOY                                                                                                                                                                                                                                           55               0.638                  0.232                  -9.922                 0.535                  0.888                  0.103                  0.364                  75.078                 95525
2zdlHufpRwuVnyTTolms55                                                                                                                                                                                                                                           57               0.728                  0.267                  -13.071                0.911                  0.96                   0.0937                 0.32                   84.969                 90380
3ZcKtiMpMEPxviOZF2siZI                                                                                                                                                                                                                                           41               0.711                  0.622                  -10.689                0.378                  0.715                  0.0926                 0.365                  88.78                  127170
0zaxkDILjyVecyd3Oz7cU7                                                                                                                                                                                                                                           45               0.734                  0.627                  -9.025                 0.832                  0.726                  0.118                  0.329                  88.97                  119333
6suR5CukTxeaNORNX4aw03                                                                                                                                                                                                                                           41               0.64                   0.137                  -9.215                 0.531                  0.741                  0.129                  0.334                  81.968                 105366
7EufLb0I5xdMra7nwdz4ZF                                                                                                                                                                                                                                           43               0.649                  0.473                  -9.827                 0.862                  0.35                   0.101                  0.779                  172.026                160044
565G5uNsmYHxSBmN0mAJy2                                                                                                                                                                                                                                           46               0.695                  0.229                  -13.634                0.13                   0.504                  0.253                  0.674                  84.916                 85257
7C3vTLxWEYBSDFsN6HHPth                                                                                                                                                                                                                                           41               0.683                  0.256                  -11.828                0.502                  0.898                  0.169                  0.229                  85.014                 145412
2XXvYN4zZdinxJMizuwKPB                                                                                                                                                                                                                                           2                0.567                  0.204                  -13.09                 0.808                  0.804                  0.111                  0.436                  85.921                 124818
4dMkNnFOOMcdChtooPTvwt                                                                                                                                                                                                                                           41               0.594                  0.292                  -12.784                0.879                  0.938                  0.094                  0.383                  158.455                90000
1sEP52YF4wX2tgnSZ71yp8                                                                                                                                                                                                                                           43               0.706                  0.266                  -18.595                0.843                  0.947                  0.177                  0.537                  160.051                74258
7EExHTWWXsZxhugGaGGh1O                                                                                                                                                                                                                                           11               0.459                  0.32                   -13.716                0.493                  0.943                  0.107                  0.261                  83.615                 68609
541HbfRw0PToKoEjdseZeD                                                                                                                                                                                                                                           41               0.735                  0.257                  -10.062                0.443                  1.18E-06               0.113                  0.73                   104.612                68571
2cMXvhXlXMHpQLW7UTTWUp                                                                                                                                                                                                                                           43               0.672                  0.388                  -15.317                0.859                  0.914                  0.144                  0.619                  69.017                 104348
5Lbb9qXQlYwsEDy9LBK7k0                                                                                                                                                                                                                                           41               0.55                   0.563                  -9.736                 0.694                  0.883                  0.106                  0.299                  74.207                 129730
55geWzr1b7v4xd8Gw6RCTo                                                                                                                                                                                                                                           41               0.817                  0.273                  -7.341                 0.414                  0.958                  0.0994                 0.106                  90.034                 117361
5199wPUOgLF1guJAh1uyZ2                                                                                                                                                                                                                                           42               0.784                  0.358                  -10.151                0.85                   0.961                  0.11                   0.89                   169.899                101647
5yVj39dpZ4jThGXf2mEhYI                                                                                                                                                                                                                                           48               0.561                  0.778                  -5.721                 0.437                  1.9E-05                0.586                  0.789                  150.956                107532
3NoA0UbucoXgIdD0ZnTgw0                                                                                                                                                                                                                                           11               0.737                  0.144                  -16.186                0.881                  0.948                  0.601                  0.477                  134.06                 116418
5xWlUFdwEAOXnepPSutrPV                                                                                                                                                                                                                                           43               0.917                  0.239                  -11.039                0.399                  0.387                  0.0954                 0.441                  90.007                 193608
3icBDBRl7DcA5ZjMkN5O0G                                                                                                                                                                                                                                           41               0.529                  0.398                  -11.062                0.956                  0.943                  0.118                  0.406                  81.216                 208193
3BuzwsAvyvQ16ppMnOqwCE                                                                                                                                                                                                                                           40               0.824                  0.124                  -16.13                 0.652                  0.945                  0.0903                 0.418                  144.021                170833
0lTckeFgXaqfQRuQlRyNNP                                                                                                                                                                                                                                           43               0.73                   0.594                  -7.83                  0.271                  0.535                  0.31                   0.538                  81.994                 73186
5yWzJwzvU2wYds2v9AgSWS                                                                                                                                                                                                                                           57               0.816                  0.368                  -14.382                0.558                  0.947                  0.0917                 0.463                  160                    111000
6iAv8cEBI5oXQikO2UgyHA                                                                                                                                                                                                                                           1                0.467                  0.262                  -15.547                0.664                  0.879                  0.0659                 0.202                  70.028                 160000
6PmRRnk4fxt5KqfqNkPear                                                                                                                                                                                                                                           42               0.738                  0.49                   -10.113                0.643                  0.931                  0.128                  0.464                  71.984                 120000
5QUpIPfsfssgGBMP14dtzh                                                                                                                                                                                                                                           3                0.516                  0.149                  -14.113                0.477                  0.31                   0.108                  0.955                  70.995                 89250
24U70C7AiAotiKdWAMv6TK                                                                                                                                                                                                                                           42               0.661                  0.712                  -4.899                 0.883                  0.742                  0.125                  0.603                  97.645                 124173
5JtqUa5cmxmqKL5Ua1vCOY                                                                                                                                                                                                                                           43               0.748                  0.333                  -14.268                0.907                  0.764                  0.362                  0.521                  89.103                 112750
4F404JhcrIdDzcEcoLDVE1                                                                                                                                                                                                                                           42               0.899                  0.435                  -6.144                 0.118                  0.87                   0.578                  0.385                  90.023                 154667
3ZNHZBTpTCN8TFBtHIN7CJ                                                                                                                                                                                                                                           40               0.846                  0.259                  -12.274                0.00617                0.791                  0.112                  0.962                  87.011                 157021
6wkllclp0jRam4sJnChjkD                                                                                                                                                                                                                                           49               0.76                   0.164                  -10.921                0.178                  0.0135                 0.124                  0.623                  76.638                 100630
1pV6saCGZ0KoYCYGiOdX3q                                                                                                                                                                                                                                           40               0.593                  0.455                  -15.988                0.698                  0.607                  0.545                  0.573                  80.383                 84023
4CduCTp03yeKuNibmxhobL                                                                                                                                                                                                                                           50               0.477                  0.13                   -14.846                0.776                  0.94                   0.142                  0.45                   148.643                109674
3im1Tx6McYkUQgqr2HkXc7                                                                                                                                                                                                                                           40               0.688                  0.546                  -13.044                0.678                  0.917                  0.0923                 0.678                  77.994                 112112
2QiTjFOgh3dtfQR2YoSoVv                                                                                                                                                                                                                                           3                0.784                  0.316                  -20.824                0.761                  0.931                  0.124                  0.617                  169.994                69697
041OV5jS4mA4G7K6EldfzX                                                                                                                                                                                                                                           41               0.495                  0.296                  -9.488                 0.79                   0.946                  0.111                  0.843                  69.707                 89280
58HtLMKqU6MOr3cw0P6QEm                                                                                                                                                                                                                                           40               0.617                  0.945                  -3.519                 0.00503                0                      0.0727                 0.9                    150                    243173
5Alb26b1yQSaZtNxYKhZFC                                                                                                                                                                                                                                           52               0.353                  0.879                  -3.486                 0.0843                 0                      0.105                  0.516                  171.762                205040
2y8rZoB5iJBt233kASCihn                                                                                                                                                                                                                                           49               0.509                  0.495                  -6.073                 0.491                  0                      0.0773                 0.684                  112.893                187627
0q6ku8ljaOYoxs80gYrW8r                                                                                                                                                                                                                                           44               0.351                  0.626                  -5.314                 0.0867                 0                      0.0937                 0.394                  129.568                178333
6uqpHCbXPceYgS4KdzaOdU                                                                                                                                                                                                                                           38               0.633                  0.941                  -3.413                 0.00623                0                      0.103                  0.844                  143.887                192160
5ef1YfcBRyWqKZ5t9ZUYe0                                                                                                                                                                                                                                           42               0.472                  0.871                  -3.492                 0.000632               0                      0.219                  0.803                  177.965                197463
6RC5tEJEye1m0ilNfzjf3K                                                                                                                                                                                                                                           45               0.463                  0.726                  -5.126                 0.0589                 0                      0.0861                 0.473                  82.006                 241867
2JQRlt3HpTCpRvcfDsbwic                                                                                                                                                                                                                                           50               0.497                  0.822                  -2.863                 0.011                  0                      0.0947                 0.58                   90.992                 189173
5LiW25vFN2BzrceU27R8qy                                                                                                                                                                                                                                           35               0.483                  0.788                  -3.473                 0.157                  0                      0.177                  0.449                  143.001                225760
6xg61PHNCLvQClEJrT9p0V                                                                                                                                                                                                                                           31               0.71                   0.871                  -6.196                 0.369                  3.52E-06               0.297                  0.647                  100.983                161920
0CNuwuX6yEMcQYsCnwUfaV                                                                                                                                                                                                                                           35               0.659                  0.789                  -3.444                 0.184                  0                      0.0535                 0.493                  121.947                162960
0unE30Ni1mCtJ3ouixiwlB                                                                                                                                                                                                                                           44               0.692                  0.794                  -6.219                 0.0977                 0                      0.141                  0.782                  125.027                187507
34iOdwktu3ZDhujxpsAqe7                                                                                                                                                                                                                                           39               0.58                   0.664                  -2.866                 0.429                  0                      0.146                  0.436                  146.001                158467
7vmiKOPQuGBV3Q2z3He5e9                                                                                                                                                                                                                                           55               0.554                  0.35                   -5.378                 0.799                  1.39E-06               0.317                  0.333                  86.331                 202007
0cppqb4vQycORHNMxr8DGd                                                                                                                                                                                                                                           70               0.598                  0.502                  -6.273                 0.862                  0                      0.096                  0.403                  121.621                198391
5WEAZtjEufELtaxqYcqCJg                                                                                                                                                                                                                                           69               0.664                  0.285                  -7.907                 0.855                  0                      0.0952                 0.256                  124.148                190268
4poybupy26pTWPr9zY1i7h                                                                                                                                                                                                                                           81               0.779                  0.342                  -6.316                 0.701                  2.56E-06               0.132                  0.482                  104.993                175602
5VGBgPVFO3e0lWz4WHYntQ                                                                                                                                                                                                                                           68               0.689                  0.901                  -1.431                 0.145                  1.03E-05               0.459                  0.651                  125.115                180485
2JtuQZHQAtNO13O8KLQSxE                                                                                                                                                                                                                                           69               0.664                  0.607                  -8.822                 0.23                   0                      0.164                  0.541                  95.958                 187349
33NUt06BeLIeJyf4YJtGoh                                                                                                                                                                                                                                           41               0.692                  0.443                  -5.671                 0.214                  0                      0.06                   0.363                  127.899                178800
2y8iBf0QRqCKFtePi9Rl2H                                                                                                                                                                                                                                           68               0.81                   0.305                  -6.165                 0.28                   0.000116               0.203                  0.732                  120.013                171908
0iwsQWgtjSq2kUXuZwTDAL                                                                                                                                                                                                                                           73               0.631                  0.599                  -6.137                 0.067                  0                      0.0952                 0.727                  170.122                190576
0L1IszgjzIZRBENyHJTQms                                                                                                                                                                                                                                           75               0.65                   0.594                  -6.374                 0.161                  0                      0.133                  0.416                  145.944                179577
