track_id                                                                                                                                                                                                                                                         track_popularity danceability           energy                 loudness               acousticness           instrumentalness       liveness               valence                tempo                  duration_ms
1K89oHPxT4wRg5ocaDLq3J                                                                                                                                                                                                                                           43               0.307                  0.429                  -11.054                0.211                  0                      0.391                  0.582                  199.787                254720
23aXhG2x664ZNxtgU7gjzE                                                                                                                                                                                                                                           42               0.75                   0.651                  -5.247                 0.128                  2.58E-06               0.183                  0.694                  115.015                250105
6mFkJmJqdDVQ1REhVfGgd1                                                                                                                                                                                                                                           76               0.481                  0.262                  -15.73                 0.735                  0.0114                 0.832                  0.375                  122.883                334744
2HHtWyy5CgaQbC7XSoOb0e                                                                                                                                                                                                                                           72               0.815                  0.438                  -14.522                0.216                  0.000466               0.0787                 0.552                  108.965                243773
4ECNtOnqzxutZkXP4TE3n3                                                                                                                                                                                                                                           67               0.451                  0.962                  -3.947                 0.0188                 3.17E-06               0.277                  0.377                  131.435                323707
1QLyDdhB9gmxbGv0K1kFyT                                                                                                                                                                                                                                           61               0.584                  0.833                  -5.824                 0.000265               0.00595                0.32                   0.671                  124.018                254347
3dix9ONSeCaR05vk8K2kEQ                                                                                                                                                                                                                                           27               0.362                  0.959                  -5.653                 0.0249                 7.63E-06               0.0694                 0.505                  164.01                 155520
1bp2IO61zbQrbWNmKKxg3f                                                                                                                                                                                                                                           75               0.596                  0.448                  -9.616                 0.365                  5.3E-06                0.206                  0.796                  83.293                 264504
3f0U5NaD1bCk8nmKpn2ZJY                                                                                                                                                                                                                                           61               0.592                  0.705                  -10.276                0.0291                 1.97E-05               0.0456                 0.902                  135.754                215400
1H4idkmruFoJBg1DvUv2tY                                                                                                                                                                                                                                           71               0.479                  0.601                  -8.806                 0.0832                 0.00142                0.11                   0.669                  124.966                313027
4gRA0i5sxx3jAhHaVjPnUN                                                                                                                                                                                                                                           63               0.759                  0.586                  -13.461                0.0333                 0.00312                0.0743                 0.948                  154.624                228327
5EOoMWIB9iK4ZpcSex9Ec7                                                                                                                                                                                                                                           72               0.714                  0.937                  -2.947                 0.206                  0                      0.0731                 0.964                  124.13                 194147
5PHGTeEdFxTEb4hepxug86                                                                                                                                                                                                                                           42               0.449                  0.811                  -8.17                  0.117                  2.28E-05               0.0393                 0.736                  124.594                229533
1xair0UVVvZdwvtPJb0X4B                                                                                                                                                                                                                                           2                0.605                  0.796                  -3.618                 0.00286                0.000541               0.279                  0.961                  103.671                187720
1A3OA6zON5HHueFm4ejrRF                                                                                                                                                                                                                                           58               0.442                  0.793                  -5.378                 0.0557                 0                      0.0934                 0.547                  123.67                 202867
4yugZvBYaoREkJKtbG08Qr                                                                                                                                                                                                                                           75               0.575                  0.67                   -10.39                 0.343                  4.95E-06               0.129                  0.74                   139.191                211578
7MRyJPksH3G2cXHN8UKYzP                                                                                                                                                                                                                                           73               0.55                   0.824                  -5.988                 0.448                  0.000127               0.366                  0.777                  114.512                214733
3KPwt1LBpt1jVSHz8GXERo                                                                                                                                                                                                                                           68               0.543                  0.529                  -9.717                 0.326                  0.00269                0.709                  0.746                  85.126                 313840
7gSQv1OHpkIoAdUiRLdmI6                                                                                                                                                                                                                                           71               0.765                  0.476                  -13.487                0.0504                 2.76E-06               0.165                  0.965                  114.02                 178360
6hQszXJIYhtjmSTmDqZpeU                                                                                                                                                                                                                                           59               0.549                  0.707                  -5.554                 0.00677                6.63E-05               0.0853                 0.821                  127.238                279893
0vSiz90JRxvYsbCTx84oVM                                                                                                                                                                                                                                           14               0.644                  0.823                  -8.092                 0.296                  0.00115                0.126                  0.917                  133.39                 270293
41aOyMZXFwvwRpugIlNCGF                                                                                                                                                                                                                                           15               0.311                  0.832                  -8.29                  0.486                  0.00128                0.235                  0.933                  178.873                288160
5SaXgo5XteGjNWOUGKzwfA                                                                                                                                                                                                                                           0                0.669                  0.889                  -3.195                 0.0137                 4.96E-06               0.368                  0.658                  158.233                254040
0Z2J91b2iTGLVTZC4fKgxf                                                                                                                                                                                                                                           65               0.916                  0.844                  -3.967                 0.0394                 0                      0.0778                 0.586                  95.19                  312627
3gAvYSeYWyBMqGuLmrZs23                                                                                                                                                                                                                                           0                0.604                  0.737                  -6.174                 0.277                  0                      0.305                  0.683                  88.243                 237613
3UaqMekEh1kbVu2A6DwiQs                                                                                                                                                                                                                                           3                0.502                  0.652                  -7.224                 0.0849                 0                      0.0675                 0.649                  136.04                 254093
6mZcNu9i8uhOYMiEAyEx81                                                                                                                                                                                                                                           10               0.862                  0.648                  -7.401                 0.0455                 0                      0.0332                 0.637                  98.012                 235533
5UbJK7IHuc6BSZCwagzp3L                                                                                                                                                                                                                                           1                0.525                  0.933                  -4.673                 0.159                  0.000241               0.311                  0.457                  122.631                223720
2Ks9TtFe2AD6kK2GX211Ie                                                                                                                                                                                                                                           49               0.711                  0.885                  -3.178                 0.0199                 0                      0.247                  0.514                  130.954                255400
31ZkEyJlfJtCjyMhmZxLEd                                                                                                                                                                                                                                           1                0.666                  0.715                  -5.276                 0.111                  9.69E-06               0.23                   0.725                  88.046                 223507
7sjwaBQ6M3aVigYfBjm1sL                                                                                                                                                                                                                                           65               0.37                   0.87                   -2.09                  0.0415                 0                      0.604                  0.331                  79.092                 250240
2npw9XuCQpHXM9ramYL4HR                                                                                                                                                                                                                                           44               0.358                  0.813                  -2.54                  0.033                  0                      0.561                  0.439                  157.99                 313307
2b7FqlHc3JrzlYtGEkzq22                                                                                                                                                                                                                                           62               0.873                  0.816                  -4.645                 0.483                  0                      0.146                  0.79                   96.067                 301467
5o5KX1f1JBQ2SxGzE8RQQA                                                                                                                                                                                                                                           48               0.666                  0.715                  -7.292                 0.0244                 0                      0.119                  0.1                    85.356                 241467
2mvOTgcGE2RagkpO0ETdAK                                                                                                                                                                                                                                           0                0.634                  0.638                  -10.169                0.114                  0                      0.433                  0.664                  179.67                 286267
6uj1ZCdrSLRF8e35bsiQqA                                                                                                                                                                                                                                           0                0.605                  0.868                  -5.612                 0.000839               0                      0.118                  0.626                  163.494                259187
1leLsQMjBo5bILYjyqPcjI                                                                                                                                                                                                                                           0                0.878                  0.739                  -5.157                 0.169                  0                      0.119                  0.824                  93.601                 237680
2bXI4Rbw1D7aVeHWLjn1Lb                                                                                                                                                                                                                                           60               0.841                  0.738                  -5.317                 0.102                  0.0235                 0.0901                 0.305                  93.725                 255893
6H7w7e8zC8QYJyqe7fZHVa                                                                                                                                                                                                                                           5                0.799                  0.916                  -3.344                 0.11                   0                      0.0746                 0.697                  126.687                247427
5STdMlrBf6pqWiNE7WqxSi                                                                                                                                                                                                                                           65               0.589                  0.827                  -2.938                 0.0143                 0.00151                0.14                   0.386                  161.978                256240
2wzMOVWqLMBNx7wVvJ7tt0                                                                                                                                                                                                                                           58               0.47                   0.83                   -5.35                  0.00474                0                      0.339                  0.587                  90.967                 218187
7nPUcqreo5DP2dz5dauBGI                                                                                                                                                                                                                                           41               0.595                  0.628                  -5.919                 0.136                  0                      0.572                  0.0393                 167.998                244750
1XsIY6Pnj0xRZ84dHCXZfP                                                                                                                                                                                                                                           0                0.599                  0.929                  -3.93                  0.044                  0                      0.319                  0.646                  97.979                 224627
23kyUPJdiHQwmAH4NfCGvf                                                                                                                                                                                                                                           1                0.476                  0.81                   -3.414                 0.0803                 0                      0.568                  0.642                  83.309                 228827
31VM9uxtem39xmT0dfDiSU                                                                                                                                                                                                                                           47               0.59                   0.542                  -7.849                 0.00152                0                      0.364                  0.48                   122.482                233680
3sgTiqsN5eNNGTBl1VsO44                                                                                                                                                                                                                                           3                0.762                  0.776                  -5.623                 0.0266                 0                      0.0959                 0.796                  83.02                  204707
3remNAnjEnr4QukFZJyMX6                                                                                                                                                                                                                                           32               0.613                  0.894                  -3.908                 0.114                  0                      0.265                  0.759                  160.09                 359680
6jCGzZn0gFeRlbqdaJhw6T                                                                                                                                                                                                                                           60               0.433                  0.862                  -3.89                  0.193                  0                      0.604                  0.722                  200.817                217000
1afvj3F24pPABgXenbjmdQ                                                                                                                                                                                                                                           3                0.488                  0.954                  -1.584                 0.0798                 0                      0.163                  0.596                  202.535                272920
5bh0ZC4XO0VJuH0NPGkqlH                                                                                                                                                                                                                                           2                0.653                  0.77                   -6.091                 0.00342                0                      0.0887                 0.272                  137.616                321293
0PrLodAzseOnN1EACxuAfV                                                                                                                                                                                                                                           2                0.764                  0.724                  -4.748                 0.441                  1.27E-06               0.177                  0.826                  84.797                 336133
7vwkKw2Xd7Pks1X712Au0T                                                                                                                                                                                                                                           58               0.688                  0.835                  -4.162                 0.0583                 2.87E-06               0.0795                 0.88                   84.858                 230493
0Uk0IyLPghlYD4M3rniAmA                                                                                                                                                                                                                                           0                0.86                   0.793                  -3.89                  0.0437                 0                      0.0493                 0.694                  91.029                 212053
7uDGc9o2aRDrIwqrSgViDX                                                                                                                                                                                                                                           45               0.544                  0.805                  -2.765                 0.0497                 0.000365               0.145                  0.668                  166.061                231987
5MYFw4T2gy52pOGBN4EYHS                                                                                                                                                                                                                                           60               0.789                  0.881                  -5.758                 0.108                  0                      0.355                  0.647                  133.301                236600
3cSuhzV7wKX5diQ8hos78P                                                                                                                                                                                                                                           65               0.488                  0.691                  -8.09                  0.0219                 0                      0.501                  0.697                  156.141                310733
3Uo9e1WaAuk4CEcSWIKxuj                                                                                                                                                                                                                                           0                0.729                  0.766                  -1.183                 0.157                  0                      0.21                   0.694                  95.535                 90633
1A35w9OSTTVXw3c6tj6AiV                                                                                                                                                                                                                                           1                0.58                   0.817                  -5.009                 0.00163                0                      0.118                  0.238                  89.008                 327667
1QTeMDnelf4xkKY5ONSnda                                                                                                                                                                                                                                           0                0.574                  0.787                  -4.147                 0.176                  0                      0.0918                 0.302                  144.474                341453
4vC68M5G8aMAR3wsefrBnX                                                                                                                                                                                                                                           0                0.924                  0.791                  -5.401                 0.279                  0                      0.0661                 0.881                  105.107                173453
0uPMnrUKbk2fjhv8uF8uPV                                                                                                                                                                                                                                           0                0.694                  0.923                  -1.963                 0.182                  0                      0.201                  0.431                  89.022                 207787
28jIn3exiIQxo2lLUlXQJs                                                                                                                                                                                                                                           40               0.679                  0.755                  -4.062                 0.0438                 0                      0.445                  0.627                  183.973                282800
54hFBqrtiWfrh5WQJZwguj                                                                                                                                                                                                                                           50               0.865                  0.924                  -3.489                 0.145                  4.43E-05               0.383                  0.557                  97.523                 277267
48tybOd2kxWaMjnYrEWTvY                                                                                                                                                                                                                                           45               0.675                  0.673                  -4.033                 0.0471                 0                      0.218                  0.637                  140.036                236893
589Y5xhSccSNjd4qi9nktS                                                                                                                                                                                                                                           0                0.584                  0.872                  -3.477                 0.114                  0                      0.139                  0.815                  94.018                 188933
6PM1sGUlHGCssd7nTPuuYa                                                                                                                                                                                                                                           0                0.67                   0.675                  -5.637                 0.00529                3.14E-06               0.312                  0.686                  185.903                267707
33CRyVka4ZEHeJ02w7nT2L                                                                                                                                                                                                                                           1                0.484                  0.711                  -4.584                 0.142                  0                      0.378                  0.46                   90.961                 284653
74OqjT3PMVWlZAyqUt4FgG                                                                                                                                                                                                                                           59               0.767                  0.872                  -4.25                  0.153                  0                      0.518                  0.565                  112.6                  263280
3V8zitLu3UTaYmflW0iCco                                                                                                                                                                                                                                           44               0.598                  0.7                    -3.903                 0.0074                 0                      0.281                  0.558                  139.48                 250373
7oW0rVleNLx2sSDbe5lLLy                                                                                                                                                                                                                                           1                0.581                  0.884                  -5.512                 0.0185                 0                      0.132                  0.493                  169.472                309600
2RIT8c120eYHcg38tBuVTj                                                                                                                                                                                                                                           49               0.501                  0.362                  -10.166                0.096                  2.71E-06               0.149                  0.151                  78.732                 208862
5BKDqwrywwngFZyLpRdPhq                                                                                                                                                                                                                                           45               0.607                  0.756                  -3.53                  0.138                  0                      0.0743                 0.795                  88.098                 158746
0xOfha7ZVVZ0QTsGfo2LHx                                                                                                                                                                                                                                           32               0.707                  0.641                  -4.842                 0.00412                0.000184               0.338                  0.538                  146.066                167671
72BIGQSHh7ZMm9BqVjUdme                                                                                                                                                                                                                                           46               0.717                  0.238                  -13.799                0.356                  2.36E-06               0.0999                 0.525                  84.992                 230767
2VnKsFFFec28UccXc6yosS                                                                                                                                                                                                                                           46               0.778                  0.87                   -1.344                 0.525                  0.353                  0.34                   0.481                  82.001                 175720
5F5tjGO4PWhgmi19wFuXif                                                                                                                                                                                                                                           0                0.676                  0.823                  -5.676                 0.251                  0                      0.138                  0.444                  86.974                 190345
37WOapWIoBmEbAQPhqestx                                                                                                                                                                                                                                           38               0.243                  0.717                  -7.206                 0.063                  0                      0.365                  0.467                  53.06                  159817
3DPQ8JwEAMvjNVddKK6vSF                                                                                                                                                                                                                                           47               0.545                  0.723                  -5.745                 0.0281                 0                      0.102                  0.778                  84.165                 157962
2hBVqEAun938qKvnfYmhST                                                                                                                                                                                                                                           30               0.699                  0.634                  -5.625                 0.0416                 5.76E-06               0.542                  0.482                  78.982                 204304
77vOIr5ZJcCz9l9Wm9y5AX                                                                                                                                                                                                                                           33               0.77                   0.829                  -4.529                 0.104                  0                      0.169                  0.797                  160.141                192157
4EMvIZel3WcsGdTXKcdte0                                                                                                                                                                                                                                           35               0.761                  0.544                  -4.668                 0.282                  0                      0.206                  0.778                  84.929                 130222
0G1b5Qm5Y1qEIBWyxoQhvO                                                                                                                                                                                                                                           11               0.784                  0.675                  -4.091                 0.165                  0                      0.0393                 0.382                  130.02                 198029
1Elr2krap8BHDCofTxr4FH                                                                                                                                                                                                                                           22               0.598                  0.715                  -5.714                 0.214                  3.68E-06               0.158                  0.682                  152.114                271497
4g0KtUbQx4LTGRyPe1AdT9                                                                                                                                                                                                                                           0                0.62                   0.389                  -14.509                0.493                  0.00633                0.147                  0.301                  76.105                 197538
1Alo3mMIWznE9SZefCNhbF                                                                                                                                                                                                                                           37               0.737                  0.491                  -9.635                 0.0937                 1.21E-06               0.225                  0.458                  81.981                 199353
7kaQDeRHwUYEdDxjueRUMl                                                                                                                                                                                                                                           27               0.814                  0.788                  -7.192                 0.331                  0                      0.322                  0.731                  81.98                  232031
4lWTTZUcpHp8TCxkcfq3Lt                                                                                                                                                                                                                                           50               0.717                  0.411                  -8.34                  0.544                  0.000633               0.0766                 0.244                  85.017                 233546
4SIikVOaIenF6XQyedYBU9                                                                                                                                                                                                                                           26               0.59                   0.629                  -6.872                 0.281                  0                      0.127                  0.206                  82.318                 187099
7xOL48SkeqW5qC9F9uyenT                                                                                                                                                                                                                                           41               0.682                  0.562                  -9.105                 0.167                  0                      0.613                  0.534                  151.787                286776
35mUPbEWBUMq6TLl0tkDMk                                                                                                                                                                                                                                           27               0.651                  0.775                  -7.099                 0.426                  1.18E-05               0.221                  0.567                  81.961                 142316
6mSZJKrnwmy7AizWQh905e                                                                                                                                                                                                                                           0                0.431                  0.843                  -7.162                 0.494                  1.74E-06               0.245                  0.0671                 93.569                 135367
0jKUC6mPxkWHMbzKkvUp05                                                                                                                                                                                                                                           36               0.83                   0.579                  -5.147                 0.117                  0                      0.241                  0.502                  139.828                251531
4TJ9nwEzieWKR5wOePK5zf                                                                                                                                                                                                                                           23               0.577                  0.581                  -11.265                0.321                  1.53E-05               0.545                  0.592                  102.173                243529
01D4b305MQyfJfiHHsHkQu                                                                                                                                                                                                                                           0                0.484                  0.699                  -7.058                 0.0272                 0.000477               0.356                  0.504                  118.173                168856
7Iz2uEnGQasIwj0HnTqdTj                                                                                                                                                                                                                                           0                0.593                  0.484                  -6.731                 0.247                  0                      0.208                  0.334                  79.84                  267833
7DzZjeIdmz7E7KiKhfETTs                                                                                                                                                                                                                                           30               0.47                   0.733                  -7.479                 0.0481                 0.000182               0.102                  0.681                  77.019                 194862
19KOr8dUy8EFOMCfdqn6Ym                                                                                                                                                                                                                                           30               0.786                  0.909                  -6.059                 0.0198                 2.93E-06               0.0839                 0.162                  124.026                204182
